round,topic,agent,opinion
10,T_immigration,24,1
10,T_immigration,25,-1
10,T_immigration,26,-2
10,T_immigration,27,2
10,T_immigration,28,-1
10,T_immigration,29,-2
10,T_immigration,30,-2
10,T_immigration,31,1
10,T_immigration,32,2
10,T_immigration,33,-2
10,T_immigration,34,1
10,T_immigration,35,-1
10,T_immigration,36,-2
10,T_immigration,37,-1
10,T_immigration,38,1
10,T_immigration,39,-2
10,T_immigration,40,-2
10,T_immigration,41,-2
10,T_immigration,42,-2
10,T_immigration,43,1
10,T_immigration,44,2
10,T_immigration,45,2
10,T_immigration,46,-2
10,T_immigration,47,-1
10,T_immigration,48,1
10,T_immigration,49,-2
10,T_immigration,50,1
10,T_immigration,51,-2
10,T_immigration,52,-1
10,T_immigration,53,-2
10,T_immigration,54,-1
10,T_immigration,55,-1
10,T_immigration,56,1
10,T_immigration,57,-2
10,T_immigration,58,1
10,T_immigration,59,1
10,T_immigration,60,-1
10,T_immigration,61,-2
10,T_immigration,62,-2
10,T_immigration,63,-1
10,T_immigration,64,-1
10,T_immigration,65,1
10,T_immigration,66,-2
10,T_immigration,67,1
10,T_immigration,68,-1
10,T_immigration,69,-1
10,T_immigration,70,-1
10,T_immigration,71,-2
10,T_immigration,72,-2
10,T_immigration,73,-2
10,T_immigration,74,1
10,T_immigration,75,-2
10,T_immigration,76,-1
10,T_immigration,77,-1
10,T_immigration,78,-2
10,T_immigration,79,-1
10,T_immigration,80,-2
10,T_immigration,81,-2
10,T_immigration,82,1
10,T_immigration,83,-1
10,T_immigration,84,1
10,T_immigration,85,-2
10,T_immigration,86,-2
10,T_immigration,87,-2
10,T_immigration,88,-1
10,T_immigration,89,-2
10,T_immigration,90,2
10,T_immigration,91,-2
10,T_immigration,92,-1
10,T_immigration,93,-2
10,T_immigration,94,-1
10,T_immigration,95,1
10,T_immigration,96,-1
10,T_immigration,97,0
10,T_immigration,98,-2
10,T_immigration,99,1
10,T_neutral_filler,0,0
10,T_neutral_filler,1,-2
10,T_neutral_filler,2,1
10,T_neutral_filler,3,0
10,T_neutral_filler,4,0
10,T_neutral_filler,5,1
10,T_neutral_filler,6,0
10,T_neutral_filler,7,1
10,T_neutral_filler,8,1
10,T_neutral_filler,9,1
10,T_neutral_filler,10,1
10,T_neutral_filler,11,0
10,T_neutral_filler,12,-2
10,T_neutral_filler,13,1
10,T_neutral_filler,14,1
10,T_neutral_filler,15,1
10,T_neutral_filler,16,1
10,T_neutral_filler,17,1
10,T_neutral_filler,18,1
10,T_neutral_filler,19,1
10,T_neutral_filler,20,0
10,T_neutral_filler,21,1
10,T_neutral_filler,22,-2
10,T_neutral_filler,23,-2
10,T_neutral_filler,24,1
10,T_neutral_filler,25,0
10,T_neutral_filler,26,1
10,T_neutral_filler,27,1
10,T_neutral_filler,28,1
10,T_neutral_filler,29,-1
10,T_neutral_filler,30,-1
10,T_neutral_filler,31,1
10,T_neutral_filler,32,1
10,T_neutral_filler,33,0
10,T_neutral_filler,34,2
10,T_neutral_filler,35,0
10,T_neutral_filler,36,-2
10,T_neutral_filler,37,2
10,T_neutral_filler,38,1
10,T_neutral_filler,39,0
10,T_neutral_filler,40,1
10,T_neutral_filler,41,1
10,T_neutral_filler,42,1
10,T_neutral_filler,43,0
10,T_neutral_filler,44,1
10,T_neutral_filler,45,1
10,T_neutral_filler,46,-2
10,T_neutral_filler,47,1
10,T_neutral_filler,48,1
10,T_neutral_filler,49,1
10,T_neutral_filler,50,-2
10,T_neutral_filler,51,1
10,T_neutral_filler,52,1
10,T_neutral_filler,53,1
10,T_neutral_filler,54,0
10,T_neutral_filler,55,1
10,T_neutral_filler,56,1
10,T_neutral_filler,57,1
10,T_neutral_filler,58,1
10,T_neutral_filler,59,1
10,T_neutral_filler,60,0
10,T_neutral_filler,61,-2
10,T_neutral_filler,62,1
10,T_neutral_filler,63,1
10,T_neutral_filler,64,1
10,T_neutral_filler,65,1
10,T_neutral_filler,66,1
10,T_neutral_filler,67,1
10,T_neutral_filler,68,1
10,T_neutral_filler,69,1
10,T_neutral_filler,70,1
10,T_neutral_filler,71,1
10,T_neutral_filler,72,1
10,T_neutral_filler,73,-2
10,T_neutral_filler,74,1
10,T_neutral_filler,75,0
10,T_neutral_filler,76,1
10,T_neutral_filler,77,0
10,T_neutral_filler,78,1
10,T_neutral_filler,79,1
10,T_neutral_filler,80,-2
10,T_neutral_filler,81,1
10,T_neutral_filler,82,1
10,T_neutral_filler,83,1
10,T_neutral_filler,84,1
10,T_neutral_filler,85,1
10,T_neutral_filler,86,-2
10,T_neutral_filler,87,1
10,T_neutral_filler,88,1
10,T_neutral_filler,89,1
10,T_neutral_filler,90,0
10,T_neutral_filler,91,1
10,T_neutral_filler,92,1
10,T_neutral_filler,93,1
10,T_neutral_filler,94,1
10,T_neutral_filler,95,1
10,T_neutral_filler,96,1
10,T_neutral_filler,97,1
10,T_neutral_filler,98,0
10,T_neutral_filler,99,1
15,T_guncontrol,0,2
15,T_guncontrol,1,-2
15,T_guncontrol,2,-2
15,T_guncontrol,3,-2
15,T_guncontrol,4,-2
15,T_guncontrol,5,-2
15,T_guncontrol,6,1
15,T_guncontrol,7,2
15,T_guncontrol,8,2
15,T_guncontrol,9,2
15,T_guncontrol,10,1
15,T_guncontrol,11,-2
15,T_guncontrol,12,-2
15,T_guncontrol,13,2
15,T_guncontrol,14,-2
15,T_guncontrol,15,-2
15,T_guncontrol,16,-2
15,T_guncontrol,17,-2
15,T_guncontrol,18,-2
15,T_guncontrol,19,2
15,T_guncontrol,20,-2
15,T_guncontrol,21,2
15,T_guncontrol,22,-2
15,T_guncontrol,23,-2
15,T_guncontrol,24,2
15,T_guncontrol,25,-2
15,T_guncontrol,26,2
15,T_guncontrol,27,2
15,T_guncontrol,28,-2
15,T_guncontrol,29,-2
15,T_guncontrol,30,-2
15,T_guncontrol,31,2
15,T_guncontrol,32,2
15,T_guncontrol,33,-2
15,T_guncontrol,34,2
15,T_guncontrol,35,-2
15,T_guncontrol,36,-2
15,T_guncontrol,37,-2
15,T_guncontrol,38,1
15,T_guncontrol,39,-2
15,T_guncontrol,40,-2
15,T_guncontrol,41,-2
15,T_guncontrol,42,-2
15,T_guncontrol,43,2
15,T_guncontrol,44,2
15,T_guncontrol,45,2
15,T_guncontrol,46,-2
15,T_guncontrol,47,2
15,T_guncontrol,48,-2
15,T_guncontrol,49,-2
15,T_guncontrol,50,-1
15,T_guncontrol,51,-2
15,T_guncontrol,52,2
15,T_guncontrol,53,-2
15,T_guncontrol,54,-2
15,T_guncontrol,55,2
15,T_guncontrol,56,-2
15,T_guncontrol,57,-2
15,T_guncontrol,58,-2
15,T_guncontrol,59,2
15,T_guncontrol,60,2
15,T_guncontrol,61,-2
15,T_guncontrol,62,-2
15,T_guncontrol,63,-2
15,T_guncontrol,64,-2
15,T_guncontrol,65,2
15,T_guncontrol,66,-2
15,T_guncontrol,67,-2
15,T_guncontrol,68,-2
15,T_guncontrol,69,-2
15,T_guncontrol,70,-2
15,T_guncontrol,71,-2
15,T_guncontrol,72,-2
15,T_guncontrol,73,-2
15,T_guncontrol,74,2
15,T_guncontrol,75,-2
15,T_guncontrol,76,-2
15,T_guncontrol,77,2
15,T_guncontrol,78,-2
15,T_guncontrol,79,2
15,T_guncontrol,80,-2
15,T_guncontrol,81,-2
15,T_guncontrol,82,-2
15,T_guncontrol,83,-2
15,T_guncontrol,84,2
15,T_guncontrol,85,-2
15,T_guncontrol,86,-2
15,T_guncontrol,87,-2
15,T_guncontrol,88,-2
15,T_guncontrol,89,-2
15,T_guncontrol,90,-2
15,T_guncontrol,91,-2
15,T_guncontrol,92,-2
15,T_guncontrol,93,-2
15,T_guncontrol,94,2
15,T_guncontrol,95,2
15,T_guncontrol,96,-2
15,T_guncontrol,97,2
15,T_guncontrol,98,-2
15,T_guncontrol,99,-2
15,T_immigration,0,-2
15,T_immigration,1,-2
15,T_immigration,2,1
15,T_immigration,3,-1
15,T_immigration,4,-1
15,T_immigration,5,-1
15,T_immigration,6,-1
15,T_immigration,7,-2
15,T_immigration,8,2
15,T_immigration,9,1
15,T_immigration,10,2
15,T_immigration,11,-2
15,T_immigration,12,-2
15,T_immigration,13,-2
15,T_immigration,14,-1
15,T_immigration,15,-1
15,T_immigration,16,-2
15,T_immigration,17,2
15,T_immigration,18,2
15,T_immigration,19,-1
15,T_immigration,20,-2
15,T_immigration,21,1
15,T_immigration,22,-1
15,T_immigration,23,-1
15,T_immigration,24,2
15,T_immigration,25,-1
15,T_immigration,26,-1
15,T_immigration,27,1
15,T_immigration,28,1
15,T_immigration,29,-2
15,T_immigration,30,-1
15,T_immigration,31,1
15,T_immigration,32,1
15,T_immigration,33,-1
15,T_immigration,34,2
15,T_immigration,35,-1
15,T_immigration,36,-2
15,T_immigration,37,-2
15,T_immigration,38,1
15,T_immigration,39,-1
15,T_immigration,40,-2
15,T_immigration,41,-2
15,T_immigration,42,-1
15,T_immigration,43,1
15,T_immigration,44,1
15,T_immigration,45,1
15,T_immigration,46,-2
15,T_immigration,47,-2
15,T_immigration,48,1
15,T_immigration,49,-2
15,T_immigration,50,1
15,T_immigration,51,-2
15,T_immigration,52,0
15,T_immigration,53,-1
15,T_immigration,54,0
15,T_immigration,55,0
15,T_immigration,56,1
15,T_immigration,57,-2
15,T_immigration,58,2
15,T_immigration,59,2
15,T_immigration,60,-2
15,T_immigration,61,-2
15,T_immigration,62,-1
15,T_immigration,63,-2
15,T_immigration,64,-2
15,T_immigration,65,1
15,T_immigration,66,-1
15,T_immigration,67,1
15,T_immigration,68,-2
15,T_immigration,69,-2
15,T_immigration,70,-2
15,T_immigration,71,-2
15,T_immigration,72,-1
15,T_immigration,73,-2
15,T_immigration,74,2
15,T_immigration,75,-2
15,T_immigration,76,-2
15,T_immigration,77,-2
15,T_immigration,78,-1
15,T_immigration,79,-1
15,T_immigration,80,-2
15,T_immigration,81,-2
15,T_immigration,82,1
15,T_immigration,83,-2
15,T_immigration,84,2
15,T_immigration,85,-1
15,T_immigration,86,-2
15,T_immigration,87,-1
15,T_immigration,88,-1
15,T_immigration,89,-1
15,T_immigration,90,1
15,T_immigration,91,-2
15,T_immigration,92,-1
15,T_immigration,93,-1
15,T_immigration,94,-2
15,T_immigration,95,2
15,T_immigration,96,0
15,T_immigration,97,1
15,T_immigration,98,-2
15,T_immigration,99,2
15,T_neutral_filler,0,-1
15,T_neutral_filler,1,-2
15,T_neutral_filler,2,1
15,T_neutral_filler,3,0
15,T_neutral_filler,4,1
15,T_neutral_filler,5,1
15,T_neutral_filler,6,0
15,T_neutral_filler,7,1
15,T_neutral_filler,8,1
15,T_neutral_filler,9,1
15,T_neutral_filler,10,1
15,T_neutral_filler,11,0
15,T_neutral_filler,12,-2
15,T_neutral_filler,13,1
15,T_neutral_filler,14,-1
15,T_neutral_filler,15,1
15,T_neutral_filler,16,1
15,T_neutral_filler,17,1
15,T_neutral_filler,18,1
15,T_neutral_filler,19,1
15,T_neutral_filler,20,0
15,T_neutral_filler,21,1
15,T_neutral_filler,22,-2
15,T_neutral_filler,23,-2
15,T_neutral_filler,24,1
15,T_neutral_filler,25,1
15,T_neutral_filler,26,1
15,T_neutral_filler,27,1
15,T_neutral_filler,28,1
15,T_neutral_filler,29,-1
15,T_neutral_filler,30,0
15,T_neutral_filler,31,1
15,T_neutral_filler,32,1
15,T_neutral_filler,33,1
15,T_neutral_filler,34,1
15,T_neutral_filler,35,1
15,T_neutral_filler,36,-2
15,T_neutral_filler,37,1
15,T_neutral_filler,38,1
15,T_neutral_filler,39,1
15,T_neutral_filler,40,1
15,T_neutral_filler,41,1
15,T_neutral_filler,42,1
15,T_neutral_filler,43,1
15,T_neutral_filler,44,1
15,T_neutral_filler,45,1
15,T_neutral_filler,46,-2
15,T_neutral_filler,47,1
15,T_neutral_filler,48,1
15,T_neutral_filler,49,1
15,T_neutral_filler,50,-2
15,T_neutral_filler,51,1
15,T_neutral_filler,52,1
15,T_neutral_filler,53,1
15,T_neutral_filler,54,1
15,T_neutral_filler,55,1
15,T_neutral_filler,56,1
15,T_neutral_filler,57,1
15,T_neutral_filler,58,1
15,T_neutral_filler,59,2
15,T_neutral_filler,60,1
15,T_neutral_filler,61,-2
15,T_neutral_filler,62,1
15,T_neutral_filler,63,1
15,T_neutral_filler,64,1
15,T_neutral_filler,65,1
15,T_neutral_filler,66,2
15,T_neutral_filler,67,1
15,T_neutral_filler,68,1
15,T_neutral_filler,69,2
15,T_neutral_filler,70,1
15,T_neutral_filler,71,1
15,T_neutral_filler,72,1
15,T_neutral_filler,73,-1
15,T_neutral_filler,74,1
15,T_neutral_filler,75,0
15,T_neutral_filler,76,1
15,T_neutral_filler,77,1
15,T_neutral_filler,78,-2
15,T_neutral_filler,79,1
15,T_neutral_filler,80,-2
15,T_neutral_filler,81,2
15,T_neutral_filler,82,1
15,T_neutral_filler,83,1
15,T_neutral_filler,84,1
15,T_neutral_filler,85,1
15,T_neutral_filler,86,-2
15,T_neutral_filler,87,2
15,T_neutral_filler,88,1
15,T_neutral_filler,89,1
15,T_neutral_filler,90,2
15,T_neutral_filler,91,1
15,T_neutral_filler,92,1
15,T_neutral_filler,93,1
15,T_neutral_filler,94,-2
15,T_neutral_filler,95,1
15,T_neutral_filler,96,1
15,T_neutral_filler,97,1
15,T_neutral_filler,98,0
15,T_neutral_filler,99,1
20,T_guncontrol,0,2
20,T_guncontrol,1,-2
20,T_guncontrol,2,-2
20,T_guncontrol,3,-2
20,T_guncontrol,4,-2
20,T_guncontrol,5,-1
20,T_guncontrol,6,1
20,T_guncontrol,7,1
20,T_guncontrol,8,2
20,T_guncontrol,9,1
20,T_guncontrol,10,2
20,T_guncontrol,11,-2
20,T_guncontrol,12,-2
20,T_guncontrol,13,2
20,T_guncontrol,14,-2
20,T_guncontrol,15,-2
20,T_guncontrol,16,-2
20,T_guncontrol,17,-1
20,T_guncontrol,18,-2
20,T_guncontrol,19,2
20,T_guncontrol,20,-2
20,T_guncontrol,21,2
20,T_guncontrol,22,-2
20,T_guncontrol,23,-2
20,T_guncontrol,24,2
20,T_guncontrol,25,-2
20,T_guncontrol,26,1
20,T_guncontrol,27,2
20,T_guncontrol,28,-1
20,T_guncontrol,29,-2
20,T_guncontrol,30,-2
20,T_guncontrol,31,2
20,T_guncontrol,32,2
20,T_guncontrol,33,-2
20,T_guncontrol,34,2
20,T_guncontrol,35,-2
20,T_guncontrol,36,-2
20,T_guncontrol,37,-1
20,T_guncontrol,38,1
20,T_guncontrol,39,-2
20,T_guncontrol,40,-2
20,T_guncontrol,41,-2
20,T_guncontrol,42,-1
20,T_guncontrol,43,1
20,T_guncontrol,44,1
20,T_guncontrol,45,2
20,T_guncontrol,46,-2
20,T_guncontrol,47,2
20,T_guncontrol,48,-1
20,T_guncontrol,49,-2
20,T_guncontrol,50,-1
20,T_guncontrol,51,-2
20,T_guncontrol,52,1
20,T_guncontrol,53,-2
20,T_guncontrol,54,-2
20,T_guncontrol,55,2
20,T_guncontrol,56,-2
20,T_guncontrol,57,-2
20,T_guncontrol,58,-2
20,T_guncontrol,59,1
20,T_guncontrol,60,2
20,T_guncontrol,61,-2
20,T_guncontrol,62,-2
20,T_guncontrol,63,-2
20,T_guncontrol,64,-2
20,T_guncontrol,65,2
20,T_guncontrol,66,-2
20,T_guncontrol,67,-1
20,T_guncontrol,68,-1
20,T_guncontrol,69,-2
20,T_guncontrol,70,-2
20,T_guncontrol,71,-2
20,T_guncontrol,72,-1
20,T_guncontrol,73,-2
20,T_guncontrol,74,2
20,T_guncontrol,75,-2
20,T_guncontrol,76,-2
20,T_guncontrol,77,2
20,T_guncontrol,78,-2
20,T_guncontrol,79,2
20,T_guncontrol,80,-2
20,T_guncontrol,81,-2
20,T_guncontrol,82,-2
20,T_guncontrol,83,-1
20,T_guncontrol,84,2
20,T_guncontrol,85,-2
20,T_guncontrol,86,-2
20,T_guncontrol,87,-1
20,T_guncontrol,88,-2
20,T_guncontrol,89,-2
20,T_guncontrol,90,-2
20,T_guncontrol,91,-2
20,T_guncontrol,92,-2
20,T_guncontrol,93,-2
20,T_guncontrol,94,1
20,T_guncontrol,95,2
20,T_guncontrol,96,-2
20,T_guncontrol,97,2
20,T_guncontrol,98,-2
20,T_guncontrol,99,-1
20,T_immigration,0,-2
20,T_immigration,1,-2
20,T_immigration,2,1
20,T_immigration,3,-1
20,T_immigration,4,-1
20,T_immigration,5,-2
20,T_immigration,6,-1
20,T_immigration,7,-1
20,T_immigration,8,1
20,T_immigration,9,1
20,T_immigration,10,1
20,T_immigration,11,-2
20,T_immigration,12,-2
20,T_immigration,13,-2
20,T_immigration,14,-1
20,T_immigration,15,-1
20,T_immigration,16,-1
20,T_immigration,17,1
20,T_immigration,18,1
20,T_immigration,19,-2
20,T_immigration,20,-2
20,T_immigration,21,1
20,T_immigration,22,-1
20,T_immigration,23,-1
20,T_immigration,24,1
20,T_immigration,25,-1
20,T_immigration,26,-2
20,T_immigration,27,1
20,T_immigration,28,1
20,T_immigration,29,-2
20,T_immigration,30,-2
20,T_immigration,31,1
20,T_immigration,32,1
20,T_immigration,33,-2
20,T_immigration,34,1
20,T_immigration,35,-1
20,T_immigration,36,-2
20,T_immigration,37,-1
20,T_immigration,38,1
20,T_immigration,39,-2
20,T_immigration,40,-2
20,T_immigration,41,-2
20,T_immigration,42,-2
20,T_immigration,43,1
20,T_immigration,44,1
20,T_immigration,45,1
20,T_immigration,46,-2
20,T_immigration,47,-1
20,T_immigration,48,1
20,T_immigration,49,-2
20,T_immigration,50,1
20,T_immigration,51,-2
20,T_immigration,52,1
20,T_immigration,53,-2
20,T_immigration,54,1
20,T_immigration,55,1
20,T_immigration,56,1
20,T_immigration,57,-2
20,T_immigration,58,1
20,T_immigration,59,1
20,T_immigration,60,-2
20,T_immigration,61,-1
20,T_immigration,62,-2
20,T_immigration,63,-1
20,T_immigration,64,-1
20,T_immigration,65,1
20,T_immigration,66,-2
20,T_immigration,67,1
20,T_immigration,68,-1
20,T_immigration,69,-1
20,T_immigration,70,-2
20,T_immigration,71,-2
20,T_immigration,72,-2
20,T_immigration,73,-2
20,T_immigration,74,1
20,T_immigration,75,-2
20,T_immigration,76,-1
20,T_immigration,77,-1
20,T_immigration,78,-2
20,T_immigration,79,-1
20,T_immigration,80,-2
20,T_immigration,81,-2
20,T_immigration,82,1
20,T_immigration,83,-1
20,T_immigration,84,1
20,T_immigration,85,-2
20,T_immigration,86,-2
20,T_immigration,87,-2
20,T_immigration,88,-1
20,T_immigration,89,-2
20,T_immigration,90,2
20,T_immigration,91,-2
20,T_immigration,92,-1
20,T_immigration,93,-2
20,T_immigration,94,-1
20,T_immigration,95,1
20,T_immigration,96,1
20,T_immigration,97,1
20,T_immigration,98,-2
20,T_immigration,99,1
20,T_neutral_filler,0,0
20,T_neutral_filler,1,-2
20,T_neutral_filler,2,1
20,T_neutral_filler,3,0
20,T_neutral_filler,4,1
20,T_neutral_filler,5,1
20,T_neutral_filler,6,1
20,T_neutral_filler,7,1
20,T_neutral_filler,8,1
20,T_neutral_filler,9,1
20,T_neutral_filler,10,1
20,T_neutral_filler,11,0
20,T_neutral_filler,12,-2
20,T_neutral_filler,13,1
20,T_neutral_filler,14,0
20,T_neutral_filler,15,1
